order_id,customer_name,email,product_name,category,quantity,unit_price,amount,order_date,status
ORD00259,Corey Fox,joseph61@example.com,Into,electronics,3,328.57,985.71,2026-06-22,pending
ORD00260,Michael Evans,valdezmichele@example.org,Better Plus,sports,5,461.94,2309.7,2026-06-17,cancelled
ORD00261,John Walsh,christopherbruce@example.net,Still Lite,toys,2,113.47,226.94,2026-06-10,pending
ORD00262,Valerie Jacobson,hallrachel@example.net,Very Lite,books,5,456.83,2284.15,2026-07-02,pending
ORD00263,Thomas Cohen,rachel90@example.org,Woman Pro,toys,4,266.45,1065.8,2026-07-27,cancelled
ORD00264,Daniel Thomas,thickman@example.org,Organization,toys,2,288.49,576.98,2026-06-02,pending
ORD00265,Jasmine Mosley,patrick21@example.net,Skill Max,sports,5,246.97,1234.85,2026-08-07,refunded
ORD00266,Jeffrey Roberson,cassie99@example.com,Staff Plus,toys,1,281.6,281.6,2026-06-10,cancelled
ORD00267,Rachel Hayes,michaelpugh@example.com,Cultural Max,toys,1,27.42,27.42,2026-07-12,cancelled
ORD00268,Angelica Montgomery,jennifermiller@example.org,Husband Pro,books,1,147.11,147.11,2026-07-15,pending
ORD00269,Nancy Stewart,davissherry@example.com,Here Plus,home,4,227.03,908.12,2026-07-19,refunded
ORD00270,Brandon Jordan,fgarcia@example.com,Once,clothing,3,63.72,191.16,2026-05-20,refunded
ORD00271,Erika Cruz,robert18@example.org,Owner Pro,electronics,3,234.19,702.57,2026-06-27,refunded
ORD00272,Caroline Adams,trevor12@example.com,Fact Lite,clothing,3,98.3,294.9,2026-06-18,completed
ORD00273,Mr. David Wright,mwheeler@example.com,Both Pro,clothing,2,38.31,76.62,2026-05-24,completed
ORD00274,James Skinner,vbrock@example.com,Good Max,sports,1,204.12,204.12,2026-06-19,pending
ORD00275,Marilyn Wheeler,malik37@example.com,Cost Max,toys,3,120.91,362.73,2026-08-06,cancelled
ORD00276,Doris Neal,yfaulkner@example.org,Gas Max,home,2,492.92,985.84,2026-06-14,pending
ORD00277,Jenna Wilson,brittanygardner@example.net,Special,sports,2,314.87,629.74,2026-06-30,refunded
ORD00278,Julia Erickson,ssalinas@example.org,Tell Plus,toys,3,349.67,1049.01,2026-07-27,refunded
ORD00279,Megan Taylor,john26@example.com,Back Plus,clothing,2,153.86,307.72,2026-06-21,pending
ORD00280,Lauren Ferguson,ystephens@example.com,Science Plus,toys,5,71.38,356.9,2026-07-31,pending
ORD00281,Margaret Miller,dianekelly@example.net,Position Plus,home,1,270.14,270.14,2026-05-15,pending
ORD00282,Miss Jennifer Goodwin,grodriguez@example.com,Doctor Pro,electronics,2,403.3,806.6,2026-06-26,pending
ORD00283,Lauren Johnston,dbrooks@example.net,Per Pro,clothing,2,481.23,962.46,2026-07-13,completed
ORD00284,Zachary Webb,robert11@example.net,Change,sports,2,201.33,402.66,2026-06-12,pending
ORD00285,Richard Boyd,thomas77@example.com,Audience,sports,3,157.67,473.01,2026-06-08,cancelled
ORD00286,Ashley Sweeney,byrdfrank@example.net,Either Plus,home,2,188.5,377.0,2026-06-27,refunded
ORD00287,Erin Simmons,zhall@example.net,Create Pro,home,5,467.71,2338.55,2026-05-28,refunded
ORD00288,Jennifer Mclaughlin,shannonjordan@example.org,Sea,clothing,4,277.57,1110.28,2026-05-31,cancelled
ORD00289,Michael Flynn,lloydamanda@example.com,Gas Plus,books,2,367.72,735.44,2026-05-29,cancelled
ORD00290,Michael Burns,candice96@example.net,Build,sports,1,264.35,264.35,2026-06-12,completed
ORD00291,Lisa Cervantes,,Center Plus,clothing,2,38.64,77.28,2026-06-09,pending
ORD00292,Bruce Brooks,,Paper,sports,5,456.81,2284.05,2026-06-15,refunded
ORD00293,Mark Steele,,Culture Pro,toys,3,270.19,810.57,2026-06-09,cancelled
ORD00294,Anthony Howard,washingtonjames@example.com,Or Max,electronics,1,264.57,264.57,2026-06-26,pending
ORD00295,Michael Perry PhD,kjackson@example.org,Stuff Lite,books,1,189.66,189.66,2026-07-19,refunded
ORD00296,Donald Medina,kimberlycunningham@example.com,Often Lite,sports,1,328.6,328.6,2026-06-26,completed
ORD00297,Debra Daniels,amber07@example.net,Discover Pro,sports,1,352.91,352.91,2026-08-09,completed
ORD00298,Ronald Potter,nancy07@example.com,Happen,electronics,5,459.98,2299.9,2026-07-28,pending
ORD00299,Sean Wilson,jasonrojas@example.net,Have Plus,home,1,462.46,462.46,2026-07-28,cancelled
ORD00300,Jessica Jensen,lisatrujillo@example.net,Have Lite,electronics,2,295.58,591.16,2026-06-28,refunded
ORD00301,Caroline Werner,keith48@example.net,Teacher,books,5,169.21,846.05,2026-05-20,pending
ORD00302,Rachel Sellers,michelle22@example.org,Child Lite,electronics,1,221.36,221.36,2026-07-15,completed
ORD00303,Pam Lowe,othomas@example.com,Product Plus,home,1,318.89,318.89,2026-06-18,refunded
ORD00304,Mark Beard,powellkara@example.net,Would Plus,clothing,5,332.03,1660.15,2026-07-29,completed
ORD00305,John Perkins,simonstephen@example.net,Save Pro,electronics,3,81.34,244.02,2026-06-13,pending
ORD00306,Joseph Robinson,fsummers@example.com,Future Pro,home,4,183.16,732.64,2026-07-25,cancelled
ORD00307,Kenneth Knight,rkramer@example.org,Any,toys,5,206.98,1034.9,2026-05-20,completed
ORD00308,Julia Martinez,scottsmith@example.com,Degree Lite,books,1,149.46,149.46,2026-08-09,refunded
ORD00309,Sonia Turner,clarence54@example.org,Hot Max,toys,5,88.94,444.7,2026-07-10,refunded
ORD00310,Amber Garrett,rubendavis@example.org,Ability Max,electronics,2,220.16,440.32,2026-05-31,refunded
ORD00311,Kevin Stone,ssmith@example.com,Technology Max,sports,4,298.93,,2026-05-22,pending
ORD00312,Melissa Woods,patrickcross@example.org,Board Plus,home,5,193.05,965.25,2026-06-09,cancelled
ORD00313,Breanna Ayala,darlenebyrd@example.org,Nice,clothing,3,163.73,491.19,2026-07-01,pending
ORD00314,Carly Bell,courtneyhernandez@example.com,Power Lite,home,4,484.04,1936.16,2026-07-12,pending
ORD00315,Angelica Garcia,lawrencepatrick@example.com,Forward Lite,electronics,5,103.9,519.5,2026-07-22,pending
ORD00316,Matthew Wright,kimberly04@example.org,National Plus,sports,2,222.04,444.08,2026-07-05,cancelled
ORD00317,James Lucas,troyrodriguez@example.com,Pull Plus,sports,4,73.89,295.56,2026-07-04,cancelled
ORD00318,Vanessa Hatfield,david96@example.com,Office Plus,electronics,4,495.4,1981.6,2026-07-12,refunded
ORD00319,Tiffany Townsend,matthewsalexander@example.org,Among Plus,toys,1,396.41,396.41,2026-08-03,cancelled
ORD00320,Jennifer Mitchell,zhenderson@example.org,Push Pro,electronics,2,330.51,661.02,2026-06-29,cancelled
ORD00321,Diamond Collins,terrimoore@example.com,Include Plus,home,4,57.44,229.76,2026-07-03,completed
ORD00322,Marie Day,holly30@example.org,Before,sports,5,114.41,572.05,2026-08-03,cancelled
ORD00323,Logan Brown,davidzimmerman@example.net,Activity,clothing,3,498.86,1496.58,2026-05-26,refunded
ORD00324,Kelly Logan,gary24@example.net,Various Pro,sports,2,177.42,354.84,2026-05-22,cancelled
ORD00325,Frances Patterson,bakertheresa@example.net,Ball Plus,electronics,4,362.39,1449.56,2026-06-25,refunded
ORD00326,Amy Villarreal,michaelscott@example.org,Wall Pro,electronics,3,325.75,977.25,2026-07-02,pending
ORD00327,Crystal Hicks,trevinoalexander@example.org,Marriage,clothing,3,282.13,846.39,2026-06-13,refunded
ORD00328,Cassidy Horne,tranrobin@example.net,Reality Plus,books,1,370.01,,2026-06-18,pending
ORD00329,Jason Cortez,margaret95@example.org,Morning Max,clothing,3,377.4,1132.2,2026-07-11,completed
ORD00330,Daniel Black,finleycasey@example.com,Tree Lite,home,2,231.49,462.98,2026-06-06,cancelled
ORD00331,Erin Tran,woodkelly@example.com,Sister Lite,toys,4,307.6,1230.4,2026-07-07,completed
ORD00332,Kevin Snyder,jessicapayne@example.org,City Lite,toys,5,46.95,234.75,2026-05-12,pending
ORD00333,David Reed,tapiaaaron@example.net,However Lite,sports,2,257.86,515.72,2026-07-27,refunded
ORD00334,Ashley Moreno,robertwoodward@example.org,Seek Plus,sports,5,348.25,1741.25,2026-06-06,pending
ORD00335,David Bruce,xhaynes@example.com,Small Lite,books,5,31.54,157.7,2026-05-19,cancelled
ORD00336,Casey Wilkins,vargasbryan@example.net,Case Plus,toys,5,328.27,1641.35,2026-06-02,refunded
ORD00337,Ethan Owen,louis43@example.org,Yet Plus,clothing,1,284.87,284.87,2026-05-30,pending
ORD00338,Lauren Moore,shannonedwards@example.org,North Max,books,5,372.55,1862.75,2026-06-13,refunded
ORD00339,Jodi Ford,davislindsey@example.com,The,home,5,412.19,2060.95,2026-07-14,completed
ORD00340,Cindy Gates,christopherwright@example.com,Individual Plus,electronics,2,152.37,304.74,2026-06-27,completed
ORD00341,Debbie Ewing,cranemelissa@example.net,Smile Plus,electronics,2,108.89,217.78,2026-06-30,cancelled
ORD00342,Brian Leon,smithmaria@example.org,Case,clothing,2,407.7,815.4,2026-05-29,completed
ORD00343,Michael Pace,aguilarjonathan@example.org,Age Max,home,3,148.22,444.66,2026-08-09,cancelled
ORD00344,Matthew Lamb,steinmaria@example.com,Can Pro,clothing,4,459.79,1839.16,2026-05-15,cancelled
ORD00345,Christopher Berry,ycrawford@example.net,Last Max,clothing,3,415.1,1245.3,2026-05-27,refunded
ORD00346,Cody Ramirez,austinharvey@example.org,Radio Plus,books,4,42.38,169.52,2026-06-07,completed
ORD00347,Juan Brown,patrick63@example.net,Usually Lite,books,4,167.01,668.04,2026-07-22,completed
ORD00348,Zachary Stephens,mayokimberly@example.com,Media Plus,sports,3,425.8,1277.4,2026-06-30,refunded
ORD00349,Dr. Jonathan Price,anthonyharper@example.org,War Lite,home,3,172.19,516.57,2026-07-23,pending
ORD00350,Robert Ruiz,,End Pro,electronics,1,314.96,314.96,2026-07-10,refunded
ORD00351,Robert Stark,gallagherstacie@example.net,Throughout Plus,electronics,4,105.15,420.6,2026-08-08,pending
ORD00352,Timothy Frey,gregorywatkins@example.net,Save Lite,electronics,3,128.94,386.82,2026-06-13,cancelled
ORD00353,Michele Bell,annalopez@example.com,Occur Lite,sports,-1,217.47,434.94,2026-06-08,completed
ORD00354,Brandon Hall II,,Sure Max,toys,2,262.12,524.24,2026-05-23,refunded
ORD00355,Tamara Richard,brian29@example.net,Whose Plus,sports,2,241.46,482.92,2026-05-24,pending
ORD00356,Joseph Diaz,brookssheri@example.com,Peace Lite,home,3,72.88,218.64,2026-05-21,pending
ORD00357,Chad Moore,fconner@example.net,Free,electronics,5,326.76,1633.8,2026-05-27,refunded
ORD00358,Melissa Mcfarland,jeffrey92@example.com,Food Plus,toys,4,430.68,1722.72,2026-07-17,completed
ORD00359,Christopher Smith,xrosales@example.net,Alone Plus,home,4,160.68,642.72,2026-05-28,pending
ORD00360,Robert Carr,zunigadonald@example.net,Bank,toys,5,146.04,730.2,2026-06-02,completed
ORD00361,Mrs. Stacey Davis,sean43@example.org,Room,toys,5,98.38,491.9,2026-05-18,refunded
ORD00362,Brian Smith,akim@example.org,Usually Max,books,4,60.81,243.24,2026-06-18,refunded
ORD00363,Heather Bennett,kkramer@example.net,Son Pro,home,3,70.33,210.99,2026-07-12,refunded
ORD00364,Benjamin Singleton,andrew41@example.org,Guess Pro,electronics,5,38.43,192.15,2026-05-27,cancelled
ORD00365,Nicholas Payne,morgantricia@example.com,Sea Plus,toys,3,316.14,948.42,2026-05-14,refunded
ORD00366,Carmen Preston,brianrivera@example.org,It,toys,2,142.35,284.7,2026-07-13,cancelled
ORD00367,Monica Baker,kenneth10@example.com,Owner Max,toys,3,198.41,595.23,2026-06-30,completed
ORD00368,Anthony Smith Jr.,bgonzalez@example.org,Conference Max,electronics,2,47.68,95.36,2026-07-08,refunded
ORD00369,Kara Wilson,qruiz@example.com,Benefit Max,electronics,1,355.41,355.41,2026-07-08,completed
ORD00370,Jacob James,seanbaker@example.com,Everyone Lite,clothing,3,67.83,203.49,2026-06-01,cancelled
ORD00371,Antonio Goodwin,millermaurice@example.net,Job Lite,books,3,264.31,792.93,2026-08-07,cancelled
ORD00372,Kristen Randall,rsheppard@example.com,Page Plus,toys,3,32.44,97.32,2026-07-30,pending
ORD00373,Blake Orr,shawrachel@example.net,Research,sports,1,118.06,118.06,2026-08-08,completed
ORD00374,Travis Cole,teresastokes@example.org,And Plus,home,4,460.51,1842.04,2026-06-19,pending
ORD00375,Jessica Osborn DDS,luis11@example.com,Only Plus,clothing,3,127.89,383.67,2026-06-16,cancelled
ORD00376,Donald Ellis,buchanancindy@example.net,Station,sports,1,93.78,93.78,2026-06-18,completed
ORD00377,Charles Matthews,,Stock Lite,home,3,47.76,143.28,2026-06-06,refunded
ORD00378,Hailey Jenkins,kpena@example.net,Material Lite,sports,5,125.08,625.4,2026-05-15,cancelled
ORD00379,Charles Franklin,vwilliams@example.net,Economy Max,sports,5,381.44,1907.2,2026-05-16,pending
ORD00380,Derrick Watson,lisa44@example.com,Threat,home,1,475.74,475.74,2026-06-25,completed
ORD00381,Annette Melton,kevinmanning@example.com,Exist Lite,electronics,2,267.26,534.52,2026-07-16,pending
ORD00382,Ann Alexander,wfigueroa@example.net,Trip Max,sports,3,51.05,153.15,2026-06-14,pending
ORD00383,Rick Jones,htaylor@example.net,Air Lite,books,1,292.48,292.48,2026-05-27,pending
ORD00384,Christina Brown,bryantsamantha@example.net,Decide Pro,books,2,122.2,244.4,2026-06-05,cancelled
ORD00385,Kathy Reid,maldonadojohn@example.com,Phone Lite,home,4,139.62,558.48,2026-06-21,completed
ORD00386,Karen Arnold,frank41@example.com,Ahead Pro,clothing,1,86.37,86.37,2026-06-15,refunded
ORD00387,Kenneth Hanna,deborahbyrd@example.com,Reach Max,books,3,234.36,703.08,2026-06-17,completed
ORD00388,Richard Saunders,wellsdavid@example.org,Plant,electronics,2,418.78,837.56,2026-07-23,cancelled
ORD00389,Lee Hahn,rodney65@example.com,Entire Plus,toys,1,340.21,340.21,2026-05-31,cancelled
ORD00390,Joseph Hanson,smithyvonne@example.com,Option Plus,toys,5,128.68,643.4,2026-07-09,refunded
ORD00391,Elizabeth Rodriguez,rogersjoshua@example.com,Training Pro,clothing,2,103.08,206.16,2026-06-05,refunded
ORD00392,Tiffany Curtis,,Support,toys,3,459.13,1377.39,2026-07-28,completed
ORD00393,Jennifer Flores,jenniferrios@example.com,Event Plus,clothing,1,453.01,453.01,2026-08-01,cancelled
ORD00394,Norman Aguilar,matthewreeves@example.net,Nor,books,4,250.58,1002.32,2026-07-08,refunded
ORD00395,Todd Howard,megan82@example.com,Bill Max,home,3,225.78,677.34,2026-06-23,pending
ORD00396,Molly Hansen,staceylam@example.net,Behind Lite,books,4,441.98,1767.92,2026-06-01,refunded
ORD00397,Seth Fisher,nathan94@example.com,Today Max,sports,5,128.33,641.65,2026-05-22,completed
ORD00398,Mark Carpenter,kennedyjames@example.org,Trip,books,3,456.78,1370.34,2026-07-12,cancelled
ORD00399,Jennifer Pitts,derrickgonzalez@example.com,Over Max,electronics,3,34.0,102.0,2026-07-31,refunded
ORD00400,Mrs. Shannon White,freemancrystal@example.org,Form Max,electronics,2,330.15,660.3,2026-07-08,cancelled
ORD00401,Donald Juarez,barbaramoore@example.org,Carry Max,toys,4,180.63,722.52,2026-07-06,pending
ORD00402,Jennifer Sanford,ismith@example.org,Side Lite,toys,1,353.21,353.21,2026-06-14,cancelled
ORD00403,Frank Whitaker,andrewsmith@example.net,Energy Max,books,5,157.98,789.9,2026-06-01,refunded
ORD00404,Emily Garcia,gary04@example.com,Lose Pro,toys,4,5.34,21.36,2026-07-16,pending
ORD00405,Gail Barron,matthewvalenzuela@example.com,Social Lite,electronics,1,78.12,78.12,2026-05-28,pending
ORD00406,Tamara Powell,jeffreymercer@example.org,Similar Pro,home,4,295.08,1180.32,2026-05-13,cancelled
ORD00407,Barbara Dawson,brooksdanielle@example.net,Price Plus,sports,4,326.34,1305.36,2026-05-16,pending
ORD00408,Mary Valdez MD,butleromar@example.net,Entire,home,2,334.44,668.88,2026-06-23,pending
ORD00409,Michael Mccoy,robert18@example.com,Prevent Max,sports,1,474.65,474.65,2026-07-05,refunded
ORD00410,Ronald Garcia,campbellkristen@example.com,Decide Max,toys,3,460.91,1382.73,2026-07-05,pending
ORD00411,Sandra Dudley,jade42@example.org,Official Lite,sports,1,122.81,122.81,2026-06-25,cancelled
ORD00412,Timothy Rivera,smithchristopher@example.org,Thing Lite,books,1,136.28,136.28,2026-07-02,pending
ORD00413,Travis Chan Jr.,conwaydawn@example.com,Fine Pro,electronics,4,221.92,887.68,2026-06-04,refunded
ORD00414,Robert Sawyer,michael56@example.net,Business Plus,home,5,190.8,954.0,2026-05-20,refunded
ORD00415,Amber Christian,markkline@example.net,Executive Max,clothing,4,41.49,165.96,2026-07-30,completed
ORD00416,Robert White,dross@example.com,Thing Pro,home,2,444.53,889.06,2026-06-15,pending
ORD00417,Rebecca Banks,danielhorton@example.org,Yes Pro,home,5,492.71,2463.55,2026-07-26,refunded
ORD00418,Thomas Webb,ywhite@example.com,Population,books,2,31.51,63.02,2026-05-14,cancelled
ORD00419,Sara Mcpherson,timothyfreeman@example.com,Let,home,3,152.21,456.63,2026-05-16,completed
ORD00420,Ernest Bush,tiffanysantiago@example.com,Natural Max,electronics,3,6.89,20.67,2026-06-28,completed
ORD00421,Anna Stanley,timothyalvarado@example.net,Image Max,electronics,1,107.44,107.44,2026-05-25,cancelled
ORD00422,Stephanie Salazar,schneidereric@example.com,Together Plus,books,4,447.96,1791.84,2026-06-25,cancelled
ORD00423,Paul Flores,tara08@example.org,Oil Plus,home,2,225.66,451.32,2026-07-08,cancelled
ORD00424,David Stevens,fmiller@example.com,Four,electronics,2,377.36,754.72,2026-05-22,completed
ORD00425,Matthew Garcia MD,petersenlatoya@example.net,Public,clothing,5,35.19,175.95,2026-06-08,refunded
ORD00426,Christine Powers,michael03@example.com,Glass Plus,toys,2,240.75,481.5,2026-07-01,completed
ORD00427,Kara Sandoval,wwilson@example.net,Doctor,toys,5,340.38,1701.9,2026-05-12,pending
ORD00428,Mark Marsh,jacqueline02@example.com,Challenge Max,clothing,2,67.46,134.92,2026-07-24,refunded
ORD00429,Jennifer King,jacobconrad@example.com,Dinner Max,toys,3,163.28,489.84,2026-06-22,completed
ORD00430,Michelle Rodriguez,owilliams@example.net,Per Lite,toys,4,459.0,1836.0,2026-05-23,completed
ORD00431,Judith Lawrence,tamarasmith@example.net,Anything Plus,electronics,4,79.07,316.28,2026-06-30,completed
ORD00432,Kevin Glass,heatherthompson@example.org,Body Lite,toys,3,439.56,1318.68,2026-06-15,cancelled
ORD00433,Sonya Gordon,mbarnes@example.net,Sound Pro,clothing,3,204.47,613.41,2026-06-03,refunded
ORD00434,Grant Phillips,,Music Max,electronics,4,460.81,1843.24,2026-06-07,cancelled
ORD00435,Shannon Joseph,jamesweber@example.com,Right Lite,books,1,486.39,486.39,2026-06-12,pending
ORD00436,Vicki Santos,williambenson@example.com,See Lite,home,4,304.46,1217.84,2026-05-22,completed
ORD00437,John Duncan,icraig@example.com,Understand Plus,toys,3,411.4,1234.2,2026-07-27,pending
ORD00438,Kelly Johnson,brianbrown@example.com,Social,toys,1,91.0,91.0,2026-07-21,pending
ORD00439,Miss Brianna Brown,james80@example.com,Teach Lite,sports,2,140.62,281.24,2026-06-21,refunded
ORD00440,Megan Hoffman,juliahoffman@example.org,Much Pro,clothing,3,246.95,740.85,2026-07-21,refunded
ORD00441,Donna Beck,yhughes@example.net,Form Lite,home,2,419.64,839.28,2026-08-06,cancelled
ORD00442,Patrick Harris,ogreer@example.net,Security Plus,electronics,2,427.64,855.28,2026-07-09,pending
ORD00443,Kimberly Morrison,kellythompson@example.net,Bad Lite,sports,4,259.07,1036.28,2026-05-28,completed
ORD00444,Jose Bennett,qramirez@example.org,College Pro,clothing,3,306.13,918.39,2026-07-03,cancelled
ORD00445,Gary Mckinney,billmcfarland@example.net,Approach Plus,home,4,129.74,518.96,2026-07-20,refunded
ORD00446,Sarah Turner,charles58@example.org,Create,electronics,1,258.2,258.2,2026-06-27,cancelled
ORD00447,Caitlin Daniels,odavis@example.org,Record Pro,books,1,171.46,171.46,2026-06-10,cancelled
ORD00448,Daniel Goodwin,wbarajas@example.net,Act Lite,clothing,2,261.06,522.12,2026-05-22,pending
ORD00449,David May,susanfleming@example.com,I,books,3,341.97,1025.91,2026-08-02,completed
ORD00450,Janice Fernandez,angel85@example.net,Suggest Plus,books,4,369.68,1478.72,2026-06-26,pending
ORD00451,Mr. Matthew Flores,vaughangary@example.net,None Plus,sports,3,256.12,768.36,2026-05-12,pending
ORD00452,Michael Ayala,nhouston@example.net,Them Pro,books,2,371.75,743.5,2026-07-14,pending
ORD00453,Patricia Lucas,burgesseric@example.com,Series Max,home,2,373.38,746.76,2026-06-10,cancelled
ORD00454,Anthony Bauer,andrewsjeremy@example.com,Involve,home,4,426.35,1705.4,2026-06-15,refunded
ORD00455,Jessica Smith,nicholsdarlene@example.net,At,electronics,4,445.27,1781.08,2026-07-19,completed
ORD00456,Mercedes Jones,robertsgina@example.net,Before Pro,clothing,2,496.21,992.42,2026-06-06,cancelled
ORD00457,Jane Short,wellsamanda@example.org,Skin Plus,clothing,3,431.89,1295.67,2026-06-16,pending
ORD00458,Kimberly Choi,kennetheaton@example.net,Raise Max,home,1,7.33,7.33,2026-06-14,cancelled
ORD00459,Kristen Peters,williamsashley@example.com,Note Max,books,1,69.06,69.06,2026-06-30,refunded
ORD00460,Daniel Figueroa,jason82@example.org,Create Plus,electronics,1,269.22,269.22,2026-05-31,cancelled
ORD00461,Cheyenne White,yorksarah@example.net,Main,clothing,1,339.99,339.99,2026-07-09,pending
ORD00462,Michael King,jessicafreeman@example.com,Heavy Pro,books,5,296.39,1481.95,2026-05-23,pending
ORD00463,Ariel Harvey,louishayes@example.net,Receive Plus,sports,5,300.2,1501.0,2026-06-08,cancelled
ORD00464,Krystal Diaz,,Employee Plus,home,2,86.62,173.24,2026-07-21,refunded
ORD00465,Margaret Hill,dennis57@example.com,Like Max,sports,1,296.9,296.9,2026-06-13,pending
ORD00466,Juan Thompson,wilkinsonmichele@example.org,Vote Plus,sports,3,386.77,1160.31,2026-06-29,completed
ORD00467,Stephen Jones,mcclainmelissa@example.net,Allow Pro,electronics,1,211.3,211.3,2026-07-24,refunded
ORD00468,Patricia Lewis,arnoldamy@example.net,Marriage Max,sports,1,154.05,154.05,2026-07-09,completed
ORD00469,James Vance,dennis88@example.org,Industry Max,books,1,258.23,258.23,2026-06-13,completed
ORD00470,David Maynard,katherinetaylor@example.org,Country,clothing,3,416.59,1249.77,2026-07-01,pending
ORD00471,Shelby Thomas,ccrosby@example.org,Sort,books,-1,345.66,691.32,2026-06-24,refunded
ORD00472,Jacob Williams,aprilmoody@example.com,Manager Pro,toys,4,78.83,315.32,2026-08-02,completed
ORD00473,Amanda Wong,padillaadrienne@example.com,They Lite,sports,2,231.09,462.18,2026-07-17,cancelled
ORD00474,Laura Bennett,pdiaz@example.org,Nation Pro,home,3,401.79,1205.37,2026-06-03,cancelled
ORD00475,Courtney Sullivan,tommy79@example.org,More Pro,electronics,2,333.36,666.72,2026-07-30,pending
ORD00476,David Robertson,jason22@example.com,Play Lite,sports,1,189.45,189.45,2026-07-15,cancelled
ORD00477,David Shepherd,olsontimothy@example.org,Performance Lite,books,4,400.95,1603.8,2026-05-26,pending
ORD00478,Alison Williams,dennishunt@example.net,Choice Max,electronics,4,456.06,1824.24,2026-05-17,refunded
ORD00479,Christopher Mullen,johnsjessica@example.com,Your Plus,home,5,19.26,96.3,2026-05-19,pending
ORD00480,Willie Dillon,,Study Plus,electronics,1,134.5,134.5,2026-07-03,cancelled
ORD00481,Lisa Dixon,jennifercooper@example.com,Pick,sports,5,115.87,579.35,2026-07-04,cancelled
ORD00482,James Rodriguez,alexandrablankenship@example.net,Kind Plus,sports,2,243.56,487.12,2026-07-25,refunded
ORD00483,Cassandra Valenzuela,richamanda@example.org,Better,electronics,1,323.48,323.48,2026-06-24,pending
ORD00484,Larry Carey,xboyd@example.org,Save Max,electronics,4,163.71,654.84,2026-06-28,cancelled
ORD00485,Robert Clarke,zbell@example.net,Whatever Plus,books,2,44.02,88.04,2026-07-19,refunded
ORD00486,Anne Anderson,fcannon@example.com,Piece Plus,home,1,490.43,490.43,2026-07-29,completed
ORD00487,Colin Fletcher,lanedavid@example.org,How Pro,electronics,5,481.77,2408.85,2026-07-09,cancelled
ORD00488,Emily Cox,ronaldrichards@example.com,Top Plus,home,3,413.53,1240.59,2026-06-29,pending
ORD00489,Lisa Braun,afischer@example.net,Step,books,3,359.38,,2026-07-01,completed
ORD00490,Justin Webb,becky62@example.net,By Lite,sports,3,276.11,828.33,2026-07-18,cancelled
ORD00491,Michael Martin,williamhartman@example.net,Positive Max,sports,4,57.95,231.8,2026-07-13,pending
ORD00492,Caitlyn Oconnell,brockmadeline@example.com,With Plus,clothing,3,58.34,175.02,2026-07-05,refunded
ORD00493,Dennis Wood,ramseysarah@example.com,Positive Pro,books,-1,330.94,1323.76,2026-07-10,pending
ORD00494,Victor Brown,daniellegonzales@example.org,To,books,5,244.05,1220.25,2026-07-10,pending
ORD00495,Donna Johnson,christinacraig@example.com,Edge Pro,books,5,305.05,1525.25,2026-07-09,cancelled
ORD00496,Angie Hill,zgomez@example.com,Peace Max,home,4,481.98,1927.92,2026-05-30,cancelled
ORD00497,Michael Calhoun,jessica89@example.com,Hand,home,5,431.05,2155.25,2026-08-06,pending
ORD00498,Larry Lee,qandrews@example.org,Investment Lite,sports,2,490.76,981.52,2026-06-26,pending
ORD00499,Kathy Morgan,prattsue@example.net,Tax Pro,home,5,242.78,1213.9,2026-07-22,refunded
ORD00500,Jeremy Bennett,wcarrillo@example.com,Stand Plus,electronics,5,57.7,288.5,2026-06-22,refunded
ORD00385,Kathy Reid,maldonadojohn@example.com,Phone Lite,home,4,139.62,558.48,2026-06-21,completed
ORD00403,Frank Whitaker,andrewsmith@example.net,Energy Max,books,5,157.98,789.9,2026-06-01,refunded
ORD00083,Christopher Jones,ortizhannah@example.com,Film Plus,clothing,3,399.93,1199.79,2026-05-14,cancelled
ORD00147,Susan Bailey,joelthomas@example.org,Consumer Lite,books,1,35.11,35.11,2026-07-05,refunded
ORD00350,Robert Ruiz,,End Pro,electronics,1,314.96,314.96,2026-07-10,refunded
ORD00129,Zachary Schmidt,bwagner@example.org,Student Max,sports,1,452.18,452.18,2026-07-14,completed
ORD00075,Jesse Parker,davidlee@example.org,Situation Pro,toys,2,235.19,470.38,2026-06-29,cancelled
ORD00430,Michelle Rodriguez,owilliams@example.net,Per Lite,toys,4,459.0,1836.0,2026-05-23,completed
